w1 	w2 	w3 	w4 	w5 	w6 	w7 	w8 	w9 	w10 	w11 	w12 	w13 	w14 	w15 	w16 	w17 	w18 	w19 	w20 	w21 	w22 	w23 	w24 	w25 	w26 	w27 	w28 	w29 	w30 	w31 	w32 	w33 	w34 	w35 	w36 	w37 	w38 	w39 	w40 	w41 	w42 	w43 	w44 	w45 	w46 	w47 	w48 	w49 	w50 	w51 	w52 	w53 	w54 	w55 	w56 	w57 	w58 	w59 	w60 	w61 	w62 	w63 	w64 	w65 	w66 	w67 	w68 	w69 	w70 	w71 	w72 	w73 	w74 	w75 	w76 	w77 	w78 	w79 	w80 	w81 	w82 	w83 	w84 	w85 	w86 	w87 	w88 	w89 	w90 	w91 	w92 	w93 	w94 	w95 	w96 	w97 	w98 	w99 	w100 	w0 
0.1636228241802685	0.42686684767489014	0.21345748716984814	-0.28882210517773427	0.25084270093697936	-0.1281199598462743	-0.009884196923113694	0.4214788360532751	0.33320518094118723	0.7227032552632815	-0.15554493338454922	-0.16113192811500796	-0.42007680669029474	0.13361706760924613	-0.46996306135659166	-0.10129815884911546	-0.7717151731909754	0.08764061970976134	-0.04168120862715801	-0.1441601654323046	0.17322557995338037	-0.7125449695125535	-0.07568721214677908	-0.10869032500644953	0.0478961806428035	0.28438222244535644	-0.024565203721681382	-0.2819718169081367	-0.4409153163564893	0.4547853079711687	-0.661549402248367	0.17333790981992148	-0.13195903613954824	-0.04377520579581175	0.05418790883235972	-0.29822808033444237	0.4142482499249495	0.3313357392512894	-0.07028866572976267	0.13390784202997671	-0.2584630349967846	0.23108853976216556	-0.19956796916922495	-0.057018635137318724	0.3872856330971935	-0.7948076651543545	0.28465193756350965	-0.1445303193047717	-0.34467110203450707	0.30261713362517106	-0.41492924467409537	-0.23116493354160225	-0.41534048631869847	0.04133973373321284	0.06048060678949708	-0.7541373444335399	-0.26469282443377157	0.1332507043759902	0.3345769413614887	-0.04171728525675899	0.1416224664740601	0.10973963448715528	0.07037767453182063	0.17170409115935167	-0.6704911879348103	0.41894164829093244	-0.7445018274054676	0.26240025368020514	-0.09046431148710961	-0.04247825774215889	0.06849141690965668	0.002785522982473256	0.20234967554863753	0.4242043224036838	0.2632272891438157	0.5980098922591343	0.27280213260451436	0.6454531959848265	-0.03662213939586023	-0.6932681254155654	0.3086562578612636	0.5229654383748464	-0.1135596089840574	-0.41471916184308294	-0.20774441505822963	0.22820950712098523	-0.2705812143132927	-0.38772475201065165	-0.1352713515732887	0.2282511371951737	-0.33782344906160766	-0.3706521180927513	-0.26150445254562543	0.21321432646712304	0.013561144169421785	-0.09384507700731215	0.3212782072037437	0.6062351032414743	0.2695994179553689	-0.9971651413516636	0.7331799580980062	
