w1 	w2 	w3 	w4 	w5 	w6 	w7 	w8 	w9 	w10 	w11 	w12 	w13 	w14 	w15 	w16 	w17 	w18 	w19 	w20 	w21 	w22 	w23 	w24 	w25 	w26 	w27 	w28 	w29 	w30 	w31 	w32 	w33 	w34 	w35 	w36 	w37 	w38 	w39 	w40 	w41 	w42 	w43 	w44 	w45 	w46 	w47 	w48 	w49 	w50 	w51 	w52 	w53 	w54 	w55 	w56 	w57 	w58 	w59 	w60 	w61 	w62 	w63 	w64 	w65 	w66 	w67 	w68 	w69 	w70 	w71 	w72 	w73 	w74 	w75 	w76 	w77 	w78 	w79 	w80 	w81 	w82 	w83 	w84 	w85 	w86 	w87 	w88 	w89 	w90 	w91 	w92 	w93 	w94 	w95 	w96 	w97 	w98 	w99 	w100 	w101 	w102 	w103 	w104 	w105 	w106 	w107 	w108 	w109 	w110 	w111 	w112 	w113 	w114 	w115 	w116 	w117 	w118 	w119 	w120 	w121 	w122 	w123 	w124 	w125 	w126 	w127 	w128 	w129 	w130 	w131 	w132 	w133 	w134 	w135 	w136 	w137 	w138 	w139 	w140 	w141 	w142 	w143 	w144 	w145 	w146 	w147 	w148 	w149 	w150 	w151 	w152 	w153 	w154 	w155 	w156 	w157 	w158 	w159 	w160 	w161 	w162 	w163 	w164 	w165 	w166 	w167 	w168 	w169 	w170 	w171 	w172 	w173 	w174 	w175 	w176 	w177 	w178 	w179 	w180 	w181 	w182 	w183 	w184 	w185 	w186 	w187 	w188 	w189 	w190 	w191 	w192 	w193 	w194 	w195 	w196 	w197 	w198 	w199 	w200 	w201 	w202 	w203 	w204 	w205 	w206 	w207 	w208 	w209 	w210 	w211 	w212 	w213 	w214 	w215 	w216 	w217 	w218 	w219 	w220 	w221 	w222 	w223 	w224 	w225 	w226 	w227 	w228 	w229 	w230 	w231 	w232 	w233 	w234 	w235 	w236 	w237 	w238 	w239 	w240 	w241 	w242 	w243 	w244 	w245 	w246 	w247 	w248 	w249 	w250 	w251 	w252 	w253 	w254 	w255 	w256 	w257 	w258 	w259 	w260 	w261 	w262 	w263 	w264 	w265 	w266 	w267 	w268 	w269 	w270 	w271 	w272 	w273 	w274 	w275 	w276 	w277 	w278 	w279 	w280 	w281 	w282 	w283 	w284 	w285 	w286 	w287 	w288 	w289 	w290 	w291 	w292 	w293 	w294 	w295 	w296 	w297 	w298 	w299 	w300 	w0 
4.546926423950936	8.015029354515718	7.924027880852009	-3.475893897782953	-3.7024445938386634	5.906027013239509	-3.434473084664205	-1.4763805177644826	-2.927613190615375	-5.2923929952557955	8.624123774212421	-7.005133060176377	0.10147431041332311	-4.93927283755329	-0.17774831179485773	8.635637454222888	-6.645587416018316	-4.3217110471268825	-3.609077790635638	-3.0636111067178717	-6.483513328015761	1.9056829173514416	-3.80588665016694	3.7436345167807303	-3.7981017430756765	7.520299055031501	0.0003646688364824513	-9.640184913238045	1.2851184378378093	7.928750060891616	4.760354318699683	-5.950055126573716	5.664424185699318	-3.2171307249554957	0.7851899570814567	-9.602369947577245	-2.043359073366446	9.73658192277253	3.5675312350085733	6.995001912669977	-5.426586033846434	0.8076850031866343	-2.9212591677860473	2.0188233979642973	7.484523418315803	9.499289128593773	-4.224872325657998	-9.845494451867125	9.381917335045728	5.471097420436308	3.7913107122885776	-5.876596617636096	-6.133183407399883	-3.1355712348304223	-7.366487683550076	6.8479513523234345	-9.145847894615144	8.67791491493881	8.247158849577318	-8.853310484295434	3.7728423162006948	8.396752867873147	4.033321976839943	-4.059028831288742	-0.9503092760569416	-8.793161769077415	-9.278320736677415	-7.35197763342876	8.254893937577435	-8.5431161607803	0.5600830121020408	0.5525955650955439	-4.737723321341036	8.880592139496002	-7.654125101689715	-2.077389388141455	4.246564868448331	2.8211145591776585	-6.483220168438493	-5.810000035235134	-1.3863220756757073	3.9956154201281606	8.567650620242603	-8.227206597704935	4.349867967681348	-7.548814955629496	-9.767493897525128	-4.297812891472859	6.651213069795631	3.391351920538	4.179690644297807	-6.5930426390532375	-2.4574897531329043	6.5208996989022125	2.9484563585283468	7.954819092003163	-9.128723160043592	8.522815448984147	2.4273340411782556	-1.1011151495458762	4.479116174279625	-4.972126327617843	-7.424450699560111	-3.0152608390098976	-7.110936078701343	7.9863138860437175	5.449083196974243	-7.902932490600506	-9.435607776955294	7.678792933453224	-1.90601208962471	-0.9303283065601136	3.750360250578524	7.403284358887504	4.206917363986577	6.554356043103326	-3.25782902953506	-0.017266169790673302	1.565151689494087	8.535452593088849	-3.5768826921776053	4.891763905834523	-8.194414941914147	1.8247798260199488	-2.0181874384070397	-1.3434281279205607	-9.715582190474379	7.284880953364336	-1.814457045031304	-8.990950395687832	9.274541038096686	6.96015611889743	-9.79209177789744	3.640243135174387	2.959128636020978	7.784160155119025	-3.1388268253576825	-7.8641657680418575	1.0344108962153769	-3.24186508452658	0.5681081050715875	8.709902777663956	4.026129199357456	1.6924304080712318	7.605349786497754	1.9093132436828455	2.488051699974676	-7.016827519824801	1.4017264803369471	6.933872041543509	2.573254496154732	2.7448425435259196	7.559566888804511	6.971541721090034	7.236671081253917	8.472456335788593	5.289963879578863	3.4770784901775187	2.785225268729846	6.946866388767376	0.8027886573108844	-5.651282639182682	0.8724019150613458	-2.6602632218473445	-6.690861799630511	-7.8647918872902665	-5.290863899470423	-5.289743428675138	-0.6871848193641199	1.8425564091730848	1.4410263114368718	9.805896332502925	3.8470509767357726	0.04774887404346373	6.929548053572944	0.5695564174857282	7.639354498998728	1.4744622014841298	-8.537217979654088	9.440180036857782	-9.39136843856977	6.49043028910819	-0.22494708167960198	8.409315820932534	0.6785824344151479	-2.8338711779069854	6.643710928668952	0.48046070865530055	2.769657898516016	-0.752343641295738	-0.4641858937611687	-6.389315939144581	-6.9181205102249805	-4.8346459575968765	6.691189954655783	-8.241232807920824	3.10928621497078	-6.083576600824017	5.062043141790127	9.980126867721992	2.2613573154540063	2.7201521970027898	9.00569165959314	-4.851504336140351	-5.7306234784100525	1.016130910848915	-0.8971614705951652	-7.832804255238443	-2.8503920004932297	9.073163924920664	-9.889165545886499	3.1362453562251176	-4.334960473774117	-9.34588082872233	-9.941420567163732	3.359920500020962	3.9630056578462245	-8.344004323836998	6.218764325765733	-6.748115967813646	9.487297680756456	-6.555146958373371	-9.049817317373709	-9.27975959775722	8.72659679733988	8.806105375365405	-6.195075230061775	3.9467278507472656	8.89085549376614	-3.403966613986995	7.206617499802633	3.316320576639555	-1.4663990028202534	-2.416279306737124	2.665552915947046	1.1894997924700874	-0.6420460120971256	4.925224153208546	-4.677731148693056	0.9593827711505583	-2.230203784389232	9.166962551156757	-5.24789655708264	3.6208854190044804	9.532270474423058	-9.94164816128432	1.1837058611708926	-1.14620368618489	9.435967546112806	5.502341216226341	-5.9084351593774045	5.182314719822898	8.725745600269875	9.714960018289275	1.5532821931155922	1.3237159896507364	-2.741922030792921	6.9341758906703035	3.5200212989293505	2.3619661513948813	-8.624384312148322	-3.00037004000842	-9.25745776516851	4.487013321431732	-0.28008488273735566	2.1788162612356246	9.572349668447714	3.2215659797002445	-3.8096184859750792	5.974689375623711	2.938502334803161	8.83936092571821	5.498379011172801	5.062513060707715	4.397021093376679	4.455422315171745	-7.838620056310901	-6.918122380346176	8.116897371513915	-1.3686633848119527	7.685733370775779	-7.683611432184989	-0.6388747558230534	7.0652363367553335	-1.6204269408408436	9.298953802739561	7.062348254657991	-9.439389702339213	8.519862839095367	-1.8347321029796149	3.352259594072166	1.3226503092446364	-5.723130454614875	-5.549856210756843	0.6105478888785001	-1.8695833576930454	9.391855760028193	3.474809621737222	-1.8049837313883472	8.484583322982871	0.9762310981750488	
