w1 	w2 	w3 	w4 	w5 	w6 	w7 	w8 	w9 	w10 	w11 	w12 	w13 	w14 	w15 	w16 	w17 	w18 	w19 	w20 	w21 	w22 	w23 	w24 	w25 	w26 	w27 	w28 	w29 	w30 	w31 	w32 	w33 	w34 	w35 	w36 	w37 	w38 	w39 	w40 	w41 	w42 	w43 	w44 	w45 	w46 	w47 	w48 	w49 	w50 	w51 	w52 	w53 	w54 	w55 	w56 	w57 	w58 	w59 	w60 	w61 	w62 	w63 	w64 	w65 	w66 	w67 	w68 	w69 	w70 	w71 	w72 	w73 	w74 	w75 	w76 	w77 	w78 	w79 	w80 	w81 	w82 	w83 	w84 	w85 	w86 	w87 	w88 	w89 	w90 	w91 	w92 	w93 	w94 	w95 	w96 	w97 	w98 	w99 	w100 	w0 
4.26273405161733	-5.815207339286094	7.3109834862293015	2.3875873813924593	2.634516084544908	-3.3058298228268015	0.40805140332953066	0.4798103535664271	-1.6513876596240633	4.622776331902522	3.3410250158056933	3.8661306136944105	-7.041991956504201	0.6006025637242113	-3.998080115934022	8.259632695144676	-7.013390268362724	-0.13752636213223435	-6.648811030811068	8.652323438384798	-2.4548833670597934	-4.337446844692953	4.1823597297280815	-7.073922498943431	-2.8664332297204993	2.6860751795236064	-7.507811941860958	-1.2628235572179671	-0.9858213235938552	4.1225683236582515	-2.601065135088933	6.176834129613507	6.4266720405028215	3.4851207906602335	2.1103363011190748	-0.5302712191499667	0.493540732829375	-2.767684194356766	-2.7269299676734287	3.528216970747154	7.197021592232425	8.299146983751587	-8.167535589452001	-2.620081785198026	-2.1992435849719056	-9.116309500319527	6.683338487084143	-5.089063592475034	-1.1648077562405303	-9.883921418380202	-6.9653297642416625	-8.021609145058495	4.430468678698621	4.618787128527721	-3.1179582588683794	-5.8820992811113255	-7.942831315445622	-7.502801501828375	-5.375635028511088	-4.084216836782097	7.309344062671083	-5.3966993726640045	1.7680810298537157	5.412580324818902	-3.4779510766698034	7.083887275245234	-8.694430468443926	4.43177919045675	2.2139174759811984	-3.281375646908708	-8.344427767626689	6.376931486003177	9.032430130463673	8.717345577661462	5.519884188629291	8.072275341527165	9.335760276678025	5.429031628749697	-6.253516949384738	-8.5296472263408	9.72929349672495	9.717065581483153	-6.759351729476603	-2.2371290475505043	-8.798405187814526	3.781495376828994	4.492848274939332	-7.176678035409059	-4.098634060323214	7.307305908772066	-0.8803519918641548	7.344469149175234	-4.792998228799183	-5.5165274548455265	-0.376780386760289	6.477816123792219	1.6478033202588913	7.5034317584262	-2.5832807194651184	-8.846135099215221	0.963588338488623	
